"POVINN","TYP","JAZYK","TITLE","MEMO","PRAVO"
NMUM804,S,ENG,syllabus,"- Systems of linear equations. Solvability, the space of solutions and its dimension, the theorem of Frobenius, Gauss elimination method; problems.
- Determinants. Basic properties, determinat of a block matrix, the expansion of a determinant under a row and a column, the theorem on multiplication of determinants, adjugate matrix, inverse matrix, Cramer´s rule, rank of a matrix, calculation of determinants; examples.
- Similarity, characteristic polynomial of a matrix, eigenvalues and eigenvectors, minimal polynomial of a matrix, Cayley-Hamilton theorem, similarity of matrices, simple Jordan matrix, Jordan matrix, the existence of the Jordan canonical form and the methods of evaluation, eigenvalues of symmetric matrix; examples. 
- Linear forms and dual space. Matrix and analytical expression of a linear form, dual space, dual basis; examples.
- Bilinear forms. Matrix and analytical expression of a bilinear form, verteces, symmetrical and antisymmetrical forms, polar basis, quadratic forms, bilinear and quadratic form on real spaces, normal basis and normal expression, the law of inertia, signature, classification of forms; examples.
- Unitary spaces. Scalar product, norm, Cauchy-Schwarz inequality, Triangle inequality, orthogonal and orthonormal basis, Gram-Schmidt orthogonalization, orthogonal transformations, orthogonal matrices; examples.            

",ALL
NNUM006,A,CZE,anotace,"Přehled základů numerické lineární algebry se zaměřením na metody řešení soustav lineárních algebraických rovnic, 
včetně úlohy nejmenších čtverců, a problém vlastních čísel. Přednáška staví na znalostech z předcházejícího kursu 
základních numerických metod (NNUM105) a klade důraz na formulaci otázek, na motivaci a souvislosti.
",ALL
NNUM006,A,ENG,annotation,"The course is devoted to fundamentals of numerical linear algebra, with the concetration on methods for solving linear algebraic equations, including least squares, and on eigenvalue problems. The course builds upon the knowlegde of basic numerical methods (the course NNUM105), and emphasizes formulation of questions, motivation and interconnections.
",ALL
NNUM006,C,CZE,cíl předmětu,"Studenti se seznámí se základy numerické lineární algebry se zaměřením na metody řešení soustav lineárních algebraických rovnic a problém vlastních čísel.",ALL
NNUM006,C,ENG,aim of subject,"The course gives students a knowledge of fundamentals of numerical linear algebra with the concetration on methods for solving linear algebraic equations and on eigenvalue problems.",ALL
NNUM006,P,ENG,requirements for assessment of study,"Written and oral part of the exam reflect the content of the course.",ALL
NNUM006,P,CZE,požadavky ke kontrole studia,"Zkouška odpovídá rozsahu výuky. Má písemnou a ústní část.",ALL
NNUM006,S,CZE,sylabus,"1. Schurova věta, její důsledky a souvislosti.
2. Ortogonální transformace a QR rozklady.
3. LU rozklad a jeho numerická stabilita.
4. Singulární rozklad, jeho teoretické a výpočetní souvislosti.
5. Úlohy nejmenších čtverců.
6. Částečný problem vlastních čísel. Metody Arnoldiho a Lanczosova.
7. Iterační řešení soustav lineárních algebraických rovnic. Metoda konjugovaných gradientů a její zobecnění. Zobecněná metoda minimálních reziduí.  
8. Úplný problém vlastních čísel. QR algoritmus.",ALL
NNUM006,S,ENG,syllabus,"1. The Schur theorem, its consequences and connections.
2. Orthogonal transformations and QR decompositions.
3. The LU decomposition and its numerical stability.
4. The singular value decomposition, its theoretical and computational connections.
5. Least squares problems.
6. Partial eigenvalue problems. The Arnoldi method, the Lanczos method.
7. Iterative solution of linear algebraic systems. The conjugate gradient method and its generalizations. The generalized minimal residual method.
8. Computing of complete set of eigenvalues. The QR algoritm.",ALL
NNUM101,A,ENG,annotation," Two important variatons on the construction of nonortogonal wavelets are given. Semi-orthogonal wavelets of Chui and Wang, as well as the notion of dual MRA are described. Wavelet packed, their time and frequency localization properties are discussed. Lifting schemes and wavelets on irregular point sets are described. ",ALL
NNUM101,S,CZE,sylabus," Zobecněný multirozklad. Semi-ortogonální a biortogonální wavelety. 

Vlastnosti balíčků waveletů. 

Konstrukce 2. generace waveletů, ""lifting scheme"". 

 
",ALL
NNUM101,S,ENG,syllabus,"Generalized Multiresolution Analysis, biorthogonal wavelets, lifting schemes,  packages. Wavelets on irregular point sets. ",ALL
NOFY035,A,CZE,anotace,"Základní přednáška pro fyziky. Zákony termodynamiky, entropie,
termodynamické potenciály, podmínky rovnováhy, fázové přechody.
",ALL
NOFY035,S,CZE,sylabus,"* Základní pojmy. 
Obecné vymezení termodynamiky, historické poznámky. Stav termodynamické soustavy, vnitřní a vnější parametry, stavové funkce. Adiabatická izolace, tepelný rezervoár. Teplo, tepelná kapacita, specifické teplo, latentní teplo. Termodynamická práce. Vzájemná tepelná rovnováha, empirická teplota. Termická a kalorická stavová rovnice, příklady stavových rovnic (ideální plyn, Van der Waalsova stavová rovnice, ideální paramagnet, elastické kontinuum, rovnovážné záření). Vratnost a nevratnost, kvazistatické děje, polytropické procesy pro ideální plyn a pro obecný PVT-systém. 

* Tři termodynamické zákony. 
Diferenciály stavových funkcí, Pfaffovy diferenciální formy, podmínky integrability. Zákon zachování energie, vnitřní energie termodynamické soustavy. Ekvivalentní formulace druhého zákona: Clausiova, Thomsonova, Carathéodoryho. Účinnost obecného Carnotova cyklu. Absolutní teplota jako integrační faktor, entropie, jednoznačnost, aditivita. Maximální práce. Nernst-Planckův theorem a jeho důsledky. 

* Termodynamické potenciály a jejich praktické použití. 
Analytická formulace termodynamiky: potenciály, přirozené nezávislé proměnné, Legendreova transformace. Příklady výpočtu U, S, F, a G. Gibbsovy-Helmholtzovy rovnice. První parciální derivace termodynamických potenciálů, vztahy reciprocity (Maxwellovy relace). Vztah mezi termickou a kalorickou stavovou rovnicí. Rozpínání plynu do vakua, Joulův-Thomsonův jev. Směsná entropie a Gibbsův paradox. Souvislost měrných tepel CP a CV, jejich výpočet. Izotermická a adiabatická kompresibilita, modul objemové roztažnosti, Gröneisenův poměr. 

* Fázové změny a chemická rovnováha. 
Podmínky rovnováhy a stability, termodynamické nerovnosti. Fázové změny a chemická rovnováha, klasifikace fázových přechodů. Chemický potenciál, výpočet pro ideální plyn. Ehrenfestovy rovnice, metastabilní stavy. Landauova teorie, lambda-přechody, hystereze, termodynamické vztahy mezi kritickými exponenty. Gibbsovo fázové pravidlo, aplikace na jednosložkový a binární systém. Chemická rovnováha, afinita, stechiometrické koeficienty. Reakční teplo, zákon působících hmot. 

* Vybrané aplikace rovnovážné termodynamiky. 
Adiabatické ochlazování. Povrchové napětí, rovnováha mýdlové bubliny. Termodynamika elektromagnetického záření, Planckův vyzařovací zákon a jeho termodynamické důsledky. Termodynamika dielektrik a magnetik, izotermická a adiabatická susceptibilita. Termodynamika kontinua. 

* Základy termodynamiky nevratných procesů. 
Onsager-Casimirovy relace reciprocity. Příklady: transport hmoty (Fickův zákon), elektrická vodivost (Ohmův zákon), tepelná vodivost (Fourierův zákon). Kinetické koeficienty, jejich vlastnosti. Rovnovážné fluktuace termodynamických veličin, stochastické funkce. Relaxační procesy ve fyzice. Fluktuačně-disipační theorem. Einsteinův popis Brownova pohybu, Fokker-Planckova rovnice, Langevinova rovnice. Nyquistova nelineární fluktuačně-disipační relace. Úvod do teorie lineární odezvy. 
",ALL
NOFY076,A,CZE,anotace,"Základní formalismus kvantové teorie a jeho použití v jednoduchých systémech. Přednáška je určena primárně 
pro studenty, kteří budou ve studiu kvantové teorie a jejích aplikací dále pokračovat. Navazující přednáška: 
Kvantová teorie II.
",ALL
NOFY076,P,CZE,požadavky ke kontrole studia,"Podmínkou k účasti u zkoušky je splnění zápočtu. Zápočet je možno splnit odevzdáváním domácích úkolů a vypracováním písemky. Při získání dostatečného počtu bodů z písemky již není potřeba u ústní zkoušky řešit úlohy testující pochopení vyučované látky a zkouší se porozmění teorii. ",ALL
NOFY076,S,CZE,sylabus,"* 1. Reprezentace stavů a fyzikálních veličin
Hilbertův prostor kvantových stavů, Diracova notace. Součty a součiny prostorů, stupně volnosti, provázané stavy. Pozorovatelné coby samosdružené operátory, spojité a diskrétní spektrum. 
* 2. Jednoduché systémy
Částice ve skalárním potenciálu, vázané stavy. Orbitální moment hybnosti, spin. Částice se spinem v elektromagnetickém poli, Pauliho rovnice. Hilbertův prostor pro systémy nerozlišitelných částic, fermiony a bosony.
* 3. Systémy kompatibilních a nekompatibilních pozorovatelných
Úplné systémy komutujících operátorů, reprezentace. Souřadnicová, impulsová a diskrétní reprezentace. Komutační relace, analogie s Poissonovými závorkami, relace neurčitosti. Algebraické vlastnosti operátorů momentu hybnosti, skládání momentu hybnosti.
* 4. Reprezentace fyzikálních transformací
Transformace coby unitární operátory, spojité grupy transformací. Základní symetrie v kvantové mechanice a jejich generátory: prostorové a časové translace, rotace a transformace spinorů. Inverze prostoru a času.
* 5. Kvantová dynamika
Evoluční operátor a časová Schrödingerova rovnice. Relace neurčitosti energie-čas. Evoluce pro Hamiltoniány závisejícími na čase, Dysonova řada. Schrödingerův, Heisenbergův a Diracův obraz časového vývoje. Greenův operátor, propagátor. Kvantové měření.
* 6. Smíšené stavy
Statistický soubor a matice hustoty. Otevřené systémy. Evoluce matice hustoty pro uzavřené a otevřené systémy, dekoherence.
* 7. Přibližné metody výpočtu vázaných stavů
Variační metoda. Stacionární poruchová metoda pro nedegenerované a degenerované spektrum, jednoduché aplikace.
",ALL
NOOE135,A,CZE,anotace,"Předmět bude zaměřen na praktické seznámení se základními přístroji optické spektroskopie, jako jsou 
monochromátory, zdroje optického záření, interferometry, detektory, aj. Předmět bude navazovat na přednášku 
Základy optické spektroskopie. Důraz bude kladen na vysvětlení základních pojmů a názornou demonstraci 
parametrů jednotlivých přístrojů i s jejich fyzikálním omezením. To umožní studentům získat ucelený přehled o 
možnostech experimentálních metod optické spektroskopie.
Předmět byl vytvořen za podpory projektů Univerzity Karlovy z OP VVV.
",ALL
NOOE135,C,CZE,cíl předmětu,"Předmět seznámí studenty s moderními přístupy v oblasti optické spektroskopie. Důraz bude kladen na experimentální demonstraci základních prvků spektroskopických přístrojů a popis jejich výhod a nevýhod.
",ALL
NOOE135,S,CZE,sylabus,"- Disperzní hranoly, úhlová disperze, spektrální závislost indexu lomu materiálů.
- Difrakční mřížky, vyšší difrakční řády, volný spektrální obor, blazeování.
- Vysokotlaké výbojky, emisní spektrum, buzení proudem vs. laserem.
- Fotonásobič, fotodioda, linearita detektorů.
- Monochromátor a jeho základní úpravy.
- Fotonásobič, fotodioda, linearita detektorů.
- Monochromátor a jeho základní úpravy.
- Interferometry.
- Různé přístupy měření absorpce a reflexe.
",ALL
NPEP401,A,CZE,anotace,"Cílem předmětu je zvýšení profesní citlivosti budoucích učitelů pro výchovně vzdělávací realitu a získání širšího 
spektra nástrojů pro její uvědomělé a argumentované řízení. Během přednášek a prostřednictvím úkolů budou 
předestřeny, diskutovány a řešeny základní otázky pedagogického působení učitele (cíle vzdělávání, obsah, formy a 
metody výuky) se zvláštním zaměřením na výuku M a F na SŠ.
",ALL
NPEP401,S,CZE,sylabus,"1. Cíle vzdělávání a výchovy
Cíle vzdělávání a výchovy, jejich hierarchizace a taxonomie. Znalosti, dovednosti, kompetence, gramotnosti jako cílové kategorie a možnosti jejich ověřování. Bloomova taxonomie kognitivních cílů. Cíle v činnosti učitele a žáků, plánování výuky. Cíle v aktuálních kurikulárních dokumentech v ČR. 

2. Obsah vzdělávání
Kultura, věda, technika, umění jako zdroj vzdělávacích obsahů. Didaktická transformace a její úrovně. Obsah vzdělávání, kurikulum, učivo. Materiální a formální vzdělávání, všeobecné a odborné vzdělávání. Snahy o modernizaci vzdělávacích obsahů: strukturalismus, exemplární přístup, základní učivo. Integrace předmětů, integrace přírodovědného vzdělávání, mezipředmětové vztahy. Základní školské dokumenty vymezující obsah vzdělávání. Učební plán, učební osnovy, rámcové vzdělávací programy, školní vzdělávací programy, katalogy požadavků ke společné části maturitní zkoušky. Učebnice, metodické příručky, další literatura pro žáky a učitele rozvíjející vzdělávací obsah a podporující práci učitele a žáka s ním. 

3. Vyučovací metody a organizační formy
,,Neuvědomělý'' metodický přístup učitele: intuice a nápodoba. Vyučovací metody a organizační formy výuky a jejich rámcová klasifikace. Metody aktivizující žáka a jejich zavádění do výuky. Strategie řešení problémů, problémové vyučování, projektová výuka, kooperativní výuka, heuristická metoda, diskuse, týmové vyučování, případová metoda, inscenační metoda. Didaktické hry a soutěže. Konstruktivistický přístup. Zážitková pedagogika. Vyučovací hodina, její typy a fáze. Frontální, skupinová a individuální výuka. Diferenciace a individualizace ve vyučování. Žáci se speciálními vzdělávacími potřebami a jejich integrace do běžných tříd. Vliv nových technologií: distanční výuka, multimediální prostředky. 
",ALL
